loan_id,customer_id,loan_type,city,employment_type,loan_amount,interest_rate,tenure_years,monthly_emi,monthly_income,emi_to_income_ratio,credit_score,loan_status,disbursal_date,amount_recovered,disbursal_year,disbursal_quarter,credit_category,emi_burden_category,is_defaulted,ltv_approx
LOAN104057,CUST204057,Personal Loan,Kolkata,Self-Employed,59000,12.97,5,1342,43399,3.1,894,Active,2021-08-29,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN104058,CUST204058,Home Loan,Jaipur,Freelancer,1039000,9.23,30,8533,252206,3.4,654,Active,2020-11-26,0,2020,2020Q4,Fair,Low Burden,0,80
LOAN104059,CUST204059,Auto Loan,Bangalore,Salaried,645000,10.28,7,10801,288325,3.7,778,Active,2023-09-29,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN104060,CUST204060,Business Loan,Ahmedabad,Salaried,601000,10.13,5,12808,23788,53.8,389,NPA,2022-08-12,93949,2022,2022Q3,Very Poor,High Burden,1,80
LOAN104061,CUST204061,Home Loan,Delhi,Business Owner,3211000,8.32,20,27501,39144,70.3,339,Active,2021-02-13,0,2021,2021Q1,Very Poor,Critical Burden,0,80
LOAN104062,CUST204062,Auto Loan,Chennai,Self-Employed,767000,9.47,5,16097,289659,5.6,754,Active,2022-05-21,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN104063,CUST204063,Business Loan,Bangalore,Freelancer,2656000,13.58,10,40571,260123,15.6,727,Defaulted,2020-06-20,0,2020,2020Q2,Good,Low Burden,1,80
LOAN104064,CUST204064,Auto Loan,Mumbai,Salaried,671000,10.03,5,14267,31705,45,514,Active,2021-05-17,0,2021,2021Q2,Very Poor,High Burden,0,80
LOAN104065,CUST204065,Home Loan,Surat,Freelancer,3209000,8.4,10,39616,26105,151.8,531,Defaulted,2020-05-14,1796106,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN104066,CUST204066,Education Loan,Surat,Self-Employed,191000,10.53,10,2580,275647,0.9,821,Closed,2021-08-05,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN104067,CUST204067,Education Loan,Delhi,Self-Employed,652000,9.53,7,10666,45243,23.6,887,Closed,2021-05-06,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN104068,CUST204068,Personal Loan,Ahmedabad,Self-Employed,373000,15.16,1,33695,46503,72.5,475,Defaulted,2021-08-12,50407,2021,2021Q3,Very Poor,Critical Burden,1,80
LOAN104069,CUST204069,Home Loan,Chennai,Freelancer,1773000,8.28,20,15141,88491,17.1,724,Closed,2023-12-17,0,2023,2023Q4,Good,Low Burden,0,80
LOAN104070,CUST204070,Business Loan,Mumbai,Freelancer,1671000,12.58,7,30019,32880,91.3,329,NPA,2023-05-01,844562,2023,2023Q2,Very Poor,Critical Burden,1,80
LOAN104071,CUST204071,Education Loan,Chennai,Business Owner,788000,8.91,5,16323,58857,27.7,670,Closed,2020-02-16,0,2020,2020Q1,Fair,Moderate Burden,0,80
LOAN104072,CUST204072,Personal Loan,Jaipur,Salaried,199000,11.7,1,17653,59640,29.6,806,Active,2023-01-24,0,2023,2023Q1,Excellent,Moderate Burden,0,80
LOAN104073,CUST204073,Education Loan,Surat,Freelancer,1129000,8.97,10,14283,43426,32.9,680,Closed,2022-08-04,0,2022,2022Q3,Fair,Moderate Burden,0,80
LOAN104074,CUST204074,Education Loan,Mumbai,Freelancer,1616000,10.9,7,27585,22980,120,469,Defaulted,2022-12-25,207940,2022,2022Q4,Very Poor,Critical Burden,1,80
LOAN104075,CUST204075,Personal Loan,Chennai,Freelancer,197000,17.13,1,17979,194248,9.3,655,Defaulted,2022-06-01,0,2022,2022Q2,Fair,Low Burden,1,80
LOAN104076,CUST204076,Education Loan,Surat,Salaried,139000,10.02,7,2309,212973,1.1,716,Active,2020-12-09,0,2020,2020Q4,Good,Low Burden,0,80
LOAN104077,CUST204077,Business Loan,Pune,Self-Employed,2546000,13.42,5,58478,20271,288.5,526,Active,2023-04-17,0,2023,2023Q2,Very Poor,Critical Burden,0,80
LOAN104078,CUST204078,Education Loan,Delhi,Salaried,721000,8.08,5,14647,389588,3.8,701,Defaulted,2020-08-05,117021,2020,2020Q3,Good,Low Burden,1,80
LOAN104079,CUST204079,Education Loan,Hyderabad,Salaried,830000,10.04,5,17651,193664,9.1,752,Active,2020-06-18,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN104080,CUST204080,Business Loan,Delhi,Salaried,2666000,12.04,7,47119,47558,99.1,373,Active,2022-01-11,0,2022,2022Q1,Very Poor,Critical Burden,0,80
LOAN104081,CUST204081,Auto Loan,Surat,Freelancer,1157000,11.02,5,25168,66640,37.8,613,Defaulted,2020-05-01,741921,2020,2020Q2,Poor,Moderate Burden,1,80
LOAN104082,CUST204082,Education Loan,Chennai,Self-Employed,1372000,9.91,7,22713,44155,51.4,467,Active,2021-08-20,0,2021,2021Q3,Very Poor,High Burden,0,80
LOAN104083,CUST204083,Personal Loan,Chennai,Business Owner,92000,11.66,1,8159,150467,5.4,875,Closed,2020-03-30,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN104084,CUST204084,Personal Loan,Mumbai,Salaried,144000,15.13,1,13006,67845,19.2,694,Active,2022-08-13,0,2022,2022Q3,Fair,Low Burden,0,80
LOAN104085,CUST204085,Auto Loan,Pune,Freelancer,1141000,10.77,3,37231,224787,16.6,691,Active,2021-03-14,0,2021,2021Q1,Fair,Low Burden,0,80
LOAN104086,CUST204086,Home Loan,Surat,Salaried,3820000,8.43,10,47220,137282,34.4,668,Active,2023-10-06,0,2023,2023Q4,Fair,Moderate Burden,0,80
LOAN104087,CUST204087,Auto Loan,Mumbai,Freelancer,745000,8.78,5,15386,59377,25.9,857,Defaulted,2020-01-11,0,2020,2020Q1,Excellent,Moderate Burden,1,80
LOAN104088,CUST204088,Business Loan,Chennai,Freelancer,1371000,12.26,3,45707,22976,198.9,578,NPA,2023-04-30,412931,2023,2023Q2,Very Poor,Critical Burden,1,80
LOAN104089,CUST204089,Personal Loan,Mumbai,Business Owner,141000,17.4,3,5055,53928,9.4,863,Active,2023-11-24,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN104090,CUST204090,Home Loan,Delhi,Self-Employed,1302000,8.64,15,12928,113618,11.4,825,Active,2020-11-05,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104091,CUST204091,Personal Loan,Ahmedabad,Business Owner,439000,11.31,3,14437,85916,16.8,803,Closed,2021-04-08,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN104092,CUST204092,Home Loan,Jaipur,Salaried,3699000,7.55,10,44004,72466,60.7,344,Defaulted,2022-10-04,994335,2022,2022Q4,Very Poor,Critical Burden,1,80
LOAN104093,CUST204093,Auto Loan,Delhi,Freelancer,980000,10.43,7,16488,32946,50,596,Active,2022-07-08,0,2022,2022Q3,Very Poor,High Burden,0,80
LOAN104094,CUST204094,Education Loan,Pune,Freelancer,719000,10.78,15,8073,35143,23,812,NPA,2023-12-25,444470,2023,2023Q4,Excellent,Low Burden,1,80
LOAN104095,CUST204095,Personal Loan,Hyderabad,Business Owner,62000,14.26,3,2127,218954,1,752,Closed,2023-08-03,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN104096,CUST204096,Personal Loan,Surat,Freelancer,193000,11.81,3,6393,97113,6.6,694,Defaulted,2022-05-25,21921,2022,2022Q2,Fair,Low Burden,1,80
LOAN104097,CUST204097,Business Loan,Delhi,Freelancer,1799000,11.63,5,39682,196637,20.2,754,Active,2020-11-18,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104098,CUST204098,Business Loan,Ahmedabad,Self-Employed,1429000,15.23,10,23256,84731,27.4,658,Active,2022-12-26,0,2022,2022Q4,Fair,Moderate Burden,0,80
LOAN104099,CUST204099,Auto Loan,Mumbai,Self-Employed,1038000,12,3,34476,188322,18.3,784,Active,2020-10-15,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104100,CUST204100,Business Loan,Ahmedabad,Salaried,2784000,13.14,10,41798,468168,8.9,862,Active,2020-07-09,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN104101,CUST204101,Business Loan,Bangalore,Business Owner,349000,12.24,10,5056,150751,3.4,841,Closed,2022-12-05,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN104102,CUST204102,Personal Loan,Delhi,Business Owner,286000,14.7,1,25773,247762,10.4,770,Active,2020-12-30,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104103,CUST204103,Business Loan,Surat,Salaried,1491000,13.07,10,22324,318621,7,826,Active,2021-08-30,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN104104,CUST204104,Auto Loan,Pune,Business Owner,575000,9.9,3,18527,144123,12.9,774,Active,2021-12-13,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN104105,CUST204105,Home Loan,Mumbai,Self-Employed,1685000,8.71,20,14848,78703,18.9,677,Closed,2022-01-13,0,2022,2022Q1,Fair,Low Burden,0,80
LOAN104106,CUST204106,Auto Loan,Kolkata,Salaried,1064000,9.47,7,17374,33373,52.1,552,Active,2022-01-14,0,2022,2022Q1,Very Poor,High Burden,0,80
LOAN104107,CUST204107,Education Loan,Hyderabad,Freelancer,1286000,9.42,10,16584,35538,46.7,657,Defaulted,2021-12-19,0,2021,2021Q4,Fair,High Burden,1,80
LOAN104108,CUST204108,Business Loan,Jaipur,Salaried,844000,15.93,10,14101,25942,54.4,304,NPA,2021-01-31,283587,2021,2021Q1,Very Poor,High Burden,1,80
LOAN104109,CUST204109,Business Loan,Hyderabad,Freelancer,1654000,11.93,5,36734,61814,59.4,449,NPA,2021-06-09,984191,2021,2021Q2,Very Poor,Critical Burden,1,80
LOAN104110,CUST204110,Business Loan,Ahmedabad,Freelancer,2189000,10.17,3,70808,86195,82.1,333,Active,2020-11-02,0,2020,2020Q4,Very Poor,Critical Burden,0,80
LOAN104111,CUST204111,Home Loan,Mumbai,Self-Employed,4001000,7.83,30,28885,127916,22.6,874,Active,2021-09-03,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN104112,CUST204112,Auto Loan,Kolkata,Freelancer,243000,11.83,3,8051,28367,28.4,681,Active,2020-01-17,0,2020,2020Q1,Fair,Moderate Burden,0,80
LOAN104113,CUST204113,Education Loan,Mumbai,Business Owner,1778000,8.45,5,36436,164484,22.2,736,Active,2023-07-04,0,2023,2023Q3,Good,Low Burden,0,80
LOAN104114,CUST204114,Education Loan,Hyderabad,Business Owner,1225000,8.42,10,15136,49109,30.8,656,Active,2022-04-26,0,2022,2022Q2,Fair,Moderate Burden,0,80
LOAN104115,CUST204115,Auto Loan,Delhi,Business Owner,938000,11.69,3,31016,435181,7.1,865,Closed,2021-09-18,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN104116,CUST204116,Education Loan,Ahmedabad,Self-Employed,1839000,9.69,15,19415,469114,4.1,815,Active,2023-08-04,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN104117,CUST204117,Home Loan,Pune,Business Owner,2722000,8.25,20,23193,110989,20.9,734,Closed,2020-06-25,0,2020,2020Q2,Good,Low Burden,0,80
LOAN104118,CUST204118,Education Loan,Surat,Self-Employed,126000,8.57,10,1567,251113,0.6,829,Active,2020-09-02,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN104119,CUST204119,Auto Loan,Hyderabad,Business Owner,628000,9.71,3,20178,148794,13.6,827,Active,2020-10-08,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104120,CUST204120,Education Loan,Kolkata,Self-Employed,126000,9.87,10,1656,38014,4.4,837,Active,2021-10-11,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN104121,CUST204121,Personal Loan,Kolkata,Salaried,418000,17,3,14903,382514,3.9,772,Active,2021-11-25,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN104122,CUST204122,Business Loan,Pune,Freelancer,841000,11.07,7,14431,63895,22.6,744,Defaulted,2023-04-29,0,2023,2023Q2,Good,Low Burden,1,80
LOAN104123,CUST204123,Auto Loan,Kolkata,Self-Employed,577000,8.62,3,18247,172973,10.5,881,Defaulted,2021-09-17,371355,2021,2021Q3,Excellent,Low Burden,1,80
LOAN104124,CUST204124,Personal Loan,Chennai,Salaried,243000,14.09,2,11677,30489,38.3,591,Active,2021-04-18,0,2021,2021Q2,Very Poor,Moderate Burden,0,80
LOAN104125,CUST204125,Education Loan,Kolkata,Self-Employed,1207000,9.88,7,19963,250932,8,851,Active,2022-02-07,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN104126,CUST204126,Auto Loan,Pune,Salaried,1174000,10.35,7,19703,54897,35.9,636,Closed,2023-01-22,0,2023,2023Q1,Poor,Moderate Burden,0,80
LOAN104127,CUST204127,Home Loan,Pune,Self-Employed,3617000,8.13,20,30547,30544,100,312,NPA,2020-04-17,363991,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN104128,CUST204128,Personal Loan,Bangalore,Salaried,436000,11.69,5,9630,52235,18.4,758,Defaulted,2023-10-10,280092,2023,2023Q4,Excellent,Low Burden,1,80
LOAN104129,CUST204129,Business Loan,Hyderabad,Salaried,1615000,11.77,7,28311,420612,6.7,657,Active,2023-03-12,0,2023,2023Q1,Fair,Low Burden,0,80
LOAN104130,CUST204130,Business Loan,Surat,Business Owner,1761000,10.01,5,37425,144663,25.9,849,Active,2022-10-06,0,2022,2022Q4,Excellent,Moderate Burden,0,80
LOAN104131,CUST204131,Personal Loan,Ahmedabad,Business Owner,89000,11.94,2,4187,197333,2.1,705,Active,2022-11-10,0,2022,2022Q4,Good,Low Burden,0,80
LOAN104132,CUST204132,Business Loan,Pune,Salaried,792000,14.22,5,18519,96422,19.2,654,Active,2020-04-23,0,2020,2020Q2,Fair,Low Burden,0,80
LOAN104133,CUST204133,Home Loan,Bangalore,Business Owner,3017000,8.92,15,30457,253896,12,883,Closed,2020-12-19,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104134,CUST204134,Education Loan,Delhi,Freelancer,229000,10.78,10,3126,37703,8.3,686,Active,2021-03-21,0,2021,2021Q1,Fair,Low Burden,0,80
LOAN104135,CUST204135,Personal Loan,Jaipur,Salaried,321000,17.52,2,15951,34320,46.5,541,Active,2022-05-11,0,2022,2022Q2,Very Poor,High Burden,0,80
LOAN104136,CUST204136,Business Loan,Delhi,Self-Employed,1373000,14.02,3,46939,76521,61.3,489,Defaulted,2021-04-25,599270,2021,2021Q2,Very Poor,Critical Burden,1,80
LOAN104137,CUST204137,Personal Loan,Kolkata,Business Owner,296000,14.56,3,10197,45097,22.6,746,Defaulted,2022-07-10,87141,2022,2022Q3,Good,Low Burden,1,80
LOAN104138,CUST204138,Business Loan,Mumbai,Business Owner,2695000,12.05,7,47646,87560,54.4,365,Defaulted,2023-07-22,1012525,2023,2023Q3,Very Poor,High Burden,1,80
LOAN104139,CUST204139,Business Loan,Pune,Self-Employed,1221000,14.15,3,41820,405997,10.3,884,Defaulted,2021-06-08,371203,2021,2021Q2,Excellent,Low Burden,1,80
LOAN104140,CUST204140,Auto Loan,Kolkata,Freelancer,1051000,10.62,3,34220,168851,20.3,848,Active,2021-10-22,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN104141,CUST204141,Education Loan,Bangalore,Salaried,1372000,8.3,7,21590,405301,5.3,864,Active,2021-02-14,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN104142,CUST204142,Business Loan,Jaipur,Salaried,2707000,13.9,10,41868,159072,26.3,859,Closed,2022-08-09,0,2022,2022Q3,Excellent,Moderate Burden,0,80
LOAN104143,CUST204143,Personal Loan,Kolkata,Freelancer,86000,12.15,5,1920,53792,3.6,878,Defaulted,2022-05-16,0,2022,2022Q2,Excellent,Low Burden,1,80
LOAN104144,CUST204144,Business Loan,Delhi,Freelancer,2835000,14.63,7,54119,22567,239.8,362,Defaulted,2022-06-10,0,2022,2022Q2,Very Poor,Critical Burden,1,80
LOAN104145,CUST204145,Home Loan,Chennai,Salaried,619000,8.04,30,4559,37226,12.2,875,Active,2020-02-09,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN104146,CUST204146,Education Loan,Delhi,Self-Employed,871000,9,15,8834,22281,39.6,616,Defaulted,2021-07-14,441178,2021,2021Q3,Poor,Moderate Burden,1,80
LOAN104147,CUST204147,Home Loan,Jaipur,Freelancer,1355000,9.26,25,11613,92589,12.5,829,Defaulted,2023-06-20,0,2023,2023Q2,Excellent,Low Burden,1,80
LOAN104148,CUST204148,Education Loan,Kolkata,Self-Employed,939000,10.38,5,20127,121061,16.6,718,Active,2022-08-26,0,2022,2022Q3,Good,Low Burden,0,80
LOAN104149,CUST204149,Home Loan,Mumbai,Salaried,2758000,9.01,30,22211,55669,39.9,627,Defaulted,2021-09-18,302222,2021,2021Q3,Poor,Moderate Burden,1,80
LOAN104150,CUST204150,Personal Loan,Chennai,Business Owner,274000,12.94,2,13019,493170,2.6,694,Active,2022-10-18,0,2022,2022Q4,Fair,Low Burden,0,80
LOAN104151,CUST204151,Personal Loan,Chennai,Freelancer,456000,14.89,3,15783,40439,39,586,Defaulted,2023-03-14,176519,2023,2023Q1,Very Poor,Moderate Burden,1,80
LOAN104152,CUST204152,Education Loan,Chennai,Salaried,1238000,8.24,15,12003,27053,44.4,538,Active,2022-11-10,0,2022,2022Q4,Very Poor,High Burden,0,80
LOAN104153,CUST204153,Personal Loan,Mumbai,Self-Employed,270000,13.3,2,12874,245186,5.3,891,Active,2023-12-08,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN104154,CUST204154,Auto Loan,Kolkata,Freelancer,349000,10.78,7,5935,37484,15.8,652,Defaulted,2022-03-19,0,2022,2022Q1,Fair,Low Burden,1,80
LOAN104155,CUST204155,Education Loan,Pune,Self-Employed,1976000,8.64,7,31432,42096,74.7,418,Defaulted,2023-05-15,364085,2023,2023Q2,Very Poor,Critical Burden,1,80
LOAN104156,CUST204156,Education Loan,Hyderabad,Business Owner,147000,8.2,7,2306,73689,3.1,835,Active,2022-09-10,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN104157,CUST204157,Education Loan,Hyderabad,Self-Employed,531000,8.66,15,5279,74973,7,690,Closed,2022-11-21,0,2022,2022Q4,Fair,Low Burden,0,80
LOAN104158,CUST204158,Education Loan,Kolkata,Freelancer,1208000,8.62,10,15055,125471,12,791,Active,2023-01-28,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN104159,CUST204159,Personal Loan,Pune,Salaried,345000,15.51,5,8300,43890,18.9,821,Active,2020-09-22,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN104160,CUST204160,Education Loan,Mumbai,Salaried,555000,10.11,7,9245,102177,9,770,Active,2020-06-27,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN104161,CUST204161,Business Loan,Pune,Salaried,1614000,10.38,5,34595,146845,23.6,772,Closed,2020-05-07,0,2020,2020Q2,Excellent,Low Burden,0,80
LOAN104162,CUST204162,Business Loan,Jaipur,Self-Employed,2298000,13.92,10,35570,321938,11,807,Active,2021-02-22,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN104163,CUST204163,Personal Loan,Pune,Freelancer,303000,12.25,5,6778,25636,26.4,818,Active,2023-09-29,0,2023,2023Q3,Excellent,Moderate Burden,0,80
LOAN104164,CUST204164,Home Loan,Chennai,Self-Employed,3573000,7.76,15,33652,33755,99.7,528,Active,2022-11-10,0,2022,2022Q4,Very Poor,Critical Burden,0,80
LOAN104165,CUST204165,Home Loan,Jaipur,Self-Employed,4409000,8.78,15,44144,157441,28,701,Active,2021-07-20,0,2021,2021Q3,Good,Moderate Burden,0,80
LOAN104166,CUST204166,Personal Loan,Mumbai,Freelancer,471000,14.99,2,22835,188982,12.1,819,Defaulted,2023-04-29,0,2023,2023Q2,Excellent,Low Burden,1,80
LOAN104167,CUST204167,Education Loan,Delhi,Salaried,1119000,9.88,15,11943,54894,21.8,815,NPA,2020-10-03,149878,2020,2020Q4,Excellent,Low Burden,1,80
LOAN104168,CUST204168,Education Loan,Chennai,Freelancer,1459000,8.79,15,14616,284441,5.1,750,Active,2021-08-01,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN104169,CUST204169,Education Loan,Hyderabad,Salaried,1827000,9.52,5,38388,240306,16,739,Active,2022-03-15,0,2022,2022Q1,Good,Low Burden,0,80
LOAN104170,CUST204170,Home Loan,Surat,Salaried,2545000,9.25,20,23309,70040,33.3,877,NPA,2020-12-20,1398050,2020,2020Q4,Excellent,Moderate Burden,1,80
LOAN104171,CUST204171,Auto Loan,Hyderabad,Freelancer,1484000,9.51,7,24262,63929,38,605,Defaulted,2020-03-17,0,2020,2020Q1,Poor,Moderate Burden,1,80
LOAN104172,CUST204172,Education Loan,Surat,Freelancer,1459000,9.51,15,15244,224142,6.8,855,Closed,2022-04-22,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN104173,CUST204173,Personal Loan,Bangalore,Business Owner,170000,16.97,1,15502,239515,6.5,874,Closed,2022-11-15,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN104174,CUST204174,Education Loan,Kolkata,Business Owner,325000,9.03,15,3302,36230,9.1,717,Closed,2022-04-25,0,2022,2022Q2,Good,Low Burden,0,80
LOAN104175,CUST204175,Business Loan,Kolkata,Self-Employed,2688000,10.07,10,35626,30011,118.7,330,NPA,2022-12-17,813855,2022,2022Q4,Very Poor,Critical Burden,1,80
LOAN104176,CUST204176,Home Loan,Delhi,Self-Employed,4395000,7.59,25,32736,78978,41.4,508,Active,2023-02-26,0,2023,2023Q1,Very Poor,High Burden,0,80
LOAN104177,CUST204177,Education Loan,Surat,Self-Employed,147000,10.8,7,2502,63878,3.9,888,Active,2021-05-08,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN104178,CUST204178,Personal Loan,Kolkata,Freelancer,462000,11.36,2,21610,30856,70,499,NPA,2020-07-11,79353,2020,2020Q3,Very Poor,Critical Burden,1,80
LOAN104179,CUST204179,Education Loan,Surat,Freelancer,183000,9.51,15,1912,57373,3.3,801,Active,2020-12-24,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104181,CUST204181,Personal Loan,Ahmedabad,Salaried,310000,14.43,2,14947,111998,13.3,756,Active,2020-10-19,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104182,CUST204182,Auto Loan,Jaipur,Business Owner,1443000,10.07,3,46609,153044,30.5,898,Closed,2021-09-15,0,2021,2021Q3,Excellent,Moderate Burden,0,80
LOAN104183,CUST204183,Personal Loan,Surat,Salaried,169000,12.52,3,5655,38285,14.8,890,Closed,2023-10-10,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN104184,CUST204184,Education Loan,Kolkata,Freelancer,513000,9,7,8254,25036,33,740,Defaulted,2023-10-30,0,2023,2023Q4,Good,Moderate Burden,1,80
LOAN104185,CUST204185,Business Loan,Bangalore,Self-Employed,2851000,13.29,10,43058,159219,27,724,Closed,2020-02-19,0,2020,2020Q1,Good,Moderate Burden,0,80
LOAN104186,CUST204186,Home Loan,Mumbai,Self-Employed,3680000,9.04,25,30983,453205,6.8,657,Closed,2022-09-16,0,2022,2022Q3,Fair,Low Burden,0,80
LOAN104187,CUST204187,Personal Loan,Mumbai,Salaried,284000,11.41,2,13291,44375,30,859,Active,2020-12-10,0,2020,2020Q4,Excellent,Moderate Burden,0,80
LOAN104188,CUST204188,Personal Loan,Chennai,Self-Employed,433000,13.34,5,9928,36852,26.9,873,Closed,2022-03-17,0,2022,2022Q1,Excellent,Moderate Burden,0,80
LOAN104189,CUST204189,Personal Loan,Jaipur,Self-Employed,318000,12.55,3,10646,21785,48.9,592,Defaulted,2020-10-10,66654,2020,2020Q4,Very Poor,High Burden,1,80
LOAN104190,CUST204190,Home Loan,Kolkata,Business Owner,3635000,9.33,30,30115,472030,6.4,664,Active,2021-01-06,0,2021,2021Q1,Fair,Low Burden,0,80
LOAN104191,CUST204191,Auto Loan,Chennai,Freelancer,400000,8.43,3,12614,392256,3.2,836,Active,2022-06-01,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN104192,CUST204192,Personal Loan,Delhi,Business Owner,55000,17.71,3,1980,72485,2.7,706,Closed,2022-10-20,0,2022,2022Q4,Good,Low Burden,0,80
LOAN104193,CUST204193,Auto Loan,Pune,Salaried,357000,8.49,7,5652,39071,14.5,818,Active,2021-05-08,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN104194,CUST204194,Personal Loan,Ahmedabad,Self-Employed,259000,15.61,1,23452,29660,79.1,752,Active,2023-02-11,0,2023,2023Q1,Excellent,Critical Burden,0,80
LOAN104195,CUST204195,Home Loan,Chennai,Business Owner,4138000,9.21,15,42489,160471,26.5,794,Active,2023-04-28,0,2023,2023Q2,Excellent,Moderate Burden,0,80
LOAN104196,CUST204196,Auto Loan,Ahmedabad,Freelancer,1143000,9.07,7,18430,202952,9.1,848,Closed,2020-10-11,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN104197,CUST204197,Home Loan,Chennai,Freelancer,4276000,9.36,30,35519,451425,7.9,825,Closed,2022-12-02,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN104198,CUST204198,Personal Loan,Hyderabad,Salaried,154000,16.42,3,5446,162975,3.3,835,Active,2023-02-14,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN104199,CUST204199,Home Loan,Jaipur,Salaried,4031000,8.71,15,40193,88003,45.7,669,Active,2021-11-24,0,2021,2021Q4,Fair,High Burden,0,80
LOAN104200,CUST204200,Auto Loan,Chennai,Business Owner,505000,11.69,3,16699,162515,10.3,743,Active,2022-05-25,0,2022,2022Q2,Good,Low Burden,0,80
LOAN104201,CUST204201,Personal Loan,Pune,Freelancer,196000,11.02,5,4263,230847,1.8,650,Defaulted,2020-02-07,0,2020,2020Q1,Fair,Low Burden,1,80
